username, created_at, lng, lat, text
Davidb9691, Tue Jan 26 06:08:57 +0000 2021, -117.851089, 33.842863, @pokimanelol @fuslie Hope @edisonparklive  sees this one! Lol 
MsLameyLynn, Tue Jan 26 06:08:57 +0000 2021, -92.436774, 38.304558, When personal accountability falls incredibly short. #boycottboulevardbrewing 
vauchonj_, Tue Jan 26 06:08:57 +0000 2021, -90.011008, 29.982601, ‼️ 
tationa_rylee, Tue Jan 26 06:08:57 +0000 2021, -81.705467, 41.495940, @onlyonedeeee 😂yup 
MrKaress, Tue Jan 26 06:08:57 +0000 2021, -79.857363, 36.090397, Energy accepted 
johnjpollard, Tue Jan 26 06:08:57 +0000 2021, -80.247682, 43.596625, @raesanni GOATS get a pass, apparently. 
Zsoka127, Tue Jan 26 06:08:58 +0000 2021, -80.817245, 41.235332, @funder Hell yes 
darlaxjoy, Tue Jan 26 06:08:58 +0000 2021, -118.411907, 34.020789, people complaining about california reopening are the same people i’ve seen going out, getting their hair done, at… https://t.co/wUTTRv7w7m 
scraptordelight, Tue Jan 26 06:08:58 +0000 2021, -75.150976, 40.091507, Matt Gaetz is the zenith of tools #MattGaetzIsATool 
jeffdavisshow, Tue Jan 26 06:08:58 +0000 2021, -97.607020, 30.460444, @jeffdavisshow #golferWhere Legends are Made- jd https://t.co/EXhLSVnLSo 
sweatboxprogram, Tue Jan 26 06:08:59 +0000 2021, -71.088712, 42.313670, @TheLakeShow4L Yeah. I also so the unnecessary  presser the PR department forced LaMelo to do after practice. Coach… https://t.co/gRFWPDrCow 
fancyscholar, Tue Jan 26 06:08:59 +0000 2021, -89.922029, 35.133521, The Wabash, on my way to and from grad school each day, followed closely by the Tennessee 
_kingcourt, Tue Jan 26 06:08:59 +0000 2021, -92.633835, 32.536900, closed mouths don’t get fed 😌 
Mikeburns215, Tue Jan 26 06:09:00 +0000 2021, -75.117998, 40.004866, Iwslmehpaaftb 
Buddhabman, Tue Jan 26 06:09:00 +0000 2021, -118.411907, 34.020789, @GOPLeader  So overheated talk about Medicare 4 all, Social and Environmental Justice, and how much of a grifter Mo… https://t.co/B8ey4RXPBd 
Maniposts, Tue Jan 26 06:09:00 +0000 2021, -85.705493, 32.423363, Man this craving too dangerous 
ReneeDuluth4th, Tue Jan 26 06:09:00 +0000 2021, -92.122840, 46.758335, Thank you’ chimiigwitch! 
LorieSchollenb1, Tue Jan 26 06:09:00 +0000 2021, -76.137599, 40.348914, Matt Gaetz needs to be expelled and and never allowed to hold elected seat again! 
dorkydarien, Tue Jan 26 06:09:01 +0000 2021, -118.411907, 34.020789, @TherealMsL0ndon ❄️❄️❄️❄️ 
Khowhala, Tue Jan 26 06:09:01 +0000 2021, -84.266174, 30.476216, You was so good, idk why I waited so long to watch it. 
frankplunkett, Tue Jan 26 06:09:01 +0000 2021, -75.016369, 39.912821, @JaneMoneypenny Looks interesting. 
CReece_KA, Tue Jan 26 06:09:01 +0000 2021, -91.401008, 30.937336, @stoolpresidente on #JRE is what the people need! @joerogan 
Tatum_Hines, Tue Jan 26 06:09:01 +0000 2021, -97.908764, 31.121471, i love pasta so much 
MichaelEHuck, Tue Jan 26 06:09:01 +0000 2021, -89.876449, 32.571032, @LesserFrederick According to the leading cancel culture hysterics anyone who leaves a job now must come out and pr… https://t.co/olpEFWRxTw 
UGottaLuvMont, Tue Jan 26 06:09:01 +0000 2021, -80.926628, 33.631140, Y’all starting titty Tuesday early? 
peterbowes, Tue Jan 26 06:09:02 +0000 2021, -118.503259, 34.415631, Now it’s flood season, after the fires. 
tobinhoops, Tue Jan 26 06:09:02 +0000 2021, -104.922093, 39.713563, How do people watch my tiktoks and not like them I’m literally the funniest person I know 
DJBurnfanpage, Tue Jan 26 06:09:02 +0000 2021, -118.346153, 33.953633, @JustPunforfun Unity will come after those who committed the crime do the time, unity will come after I get closure https://t.co/UbR2XOOzmK 
PrynceDAMO, Tue Jan 26 06:09:02 +0000 2021, -85.708795, 42.897879, @imabihh2 Wtf kinda shoes 
NayaHernandez6, Tue Jan 26 06:09:02 +0000 2021, -117.915261, 34.138088, @Lesdoggg Gworl 🤣🤣🤣🤣🤣 
John_Ny05, Tue Jan 26 06:09:03 +0000 2021, -79.943748, 43.523123, Isipin mo, inisip mo cya tas d ka niya iniisip? Wag muna isipin kasi masakit isipin... 
mariolinton, Tue Jan 26 06:09:03 +0000 2021, -73.849441, 40.850347, @monsoon2112 Im sure! Can’t wait til they unveil it next week!! 
long_ter, Tue Jan 26 06:09:03 +0000 2021, -122.585450, 45.149908, @fox12oregon "Released on his own recognizance". White privilege. JFC. How much you want to bet he goes back to th… https://t.co/snbv03dSX4 
sierrasaenzz, Tue Jan 26 06:09:03 +0000 2021, -122.284264, 47.176459, i want someone to fight for me and not let me leave 
jagv77, Tue Jan 26 06:09:03 +0000 2021, -109.204046, 31.022730, ahí sí está cayendo macizo..lo curioso que estamos a 35 km de distancia..pero ahí es más alto 
Hankin57, Tue Jan 26 06:09:03 +0000 2021, -88.142512, 41.519556, @paxbonum33 The idiotic BS continues. 
AlexPiedras1, Tue Jan 26 06:09:04 +0000 2021, -93.606369, 41.576437, @RepMattGaetz You wear makeup!😂😂😂 
Jaycru13, Tue Jan 26 06:09:04 +0000 2021, -117.671611, 33.646347, @The_JackBrady He’s def hiding something 
dominicderosajr, Tue Jan 26 06:09:04 +0000 2021, -75.028639, 39.789530, In my head its hard to get aroundGet so lost and now I’m taking all the backstreets 
briianabink, Tue Jan 26 06:09:04 +0000 2021, -97.754724, 30.323346, “Oh look at that” 😭😭 
Midwest_Eskimo, Tue Jan 26 06:09:04 +0000 2021, -86.142922, 39.779562, @Filthy_Gamer @Podgie_ is totally to blame 
IInam123, Tue Jan 26 06:09:04 +0000 2021, -80.476404, 43.430240, Faheem I think will bowl well on this #SAvsPAK 
pierettebarnes, Tue Jan 26 06:09:05 +0000 2021, -122.455344, 47.242960, My cat just be getting high af off her cat nip like DAMN bitch relax 
AnimalMemorial, Tue Jan 26 06:09:05 +0000 2021, -73.968542, 40.780709, @nytimesworld After the news broke that this man got covid, Twitter had to send a warning telling people to refrain… https://t.co/hrEE5OVKMU 
RichKILLemALL, Tue Jan 26 06:09:05 +0000 2021, -73.948775, 40.655138, HOLY FUCK !!!!!! KING KONG 
zach_boyd56, Tue Jan 26 06:09:05 +0000 2021, -111.823006, 40.687107, I am simply drunk rn. Lemme vibe g 
marckodadon, Tue Jan 26 06:09:05 +0000 2021, -77.429164, 37.244620, Nahhh 
padenpur, Tue Jan 26 06:09:05 +0000 2021, -80.053252, 40.760196, @glennkirschner2 Exactly!! I♥️@jrpsaki 
linseywatsonn, Tue Jan 26 06:09:05 +0000 2021, -83.173867, 32.678207, i be starin @ this man while he sleep like aww toot 🥺🥺🥺😍😂 
iitsRobie, Tue Jan 26 06:09:06 +0000 2021, -81.705467, 41.495940, To grown/big for that 🧏🏾‍♀️.. 
KingRovon, Tue Jan 26 06:09:05 +0000 2021, -78.895441, 35.990983, @600Breezy https://t.co/TnAd4Y5e09 
saturdaybloom, Tue Jan 26 06:09:06 +0000 2021, -97.753840, 31.079307, @Stoney2Krazy literally nothing i talk about is hypothetical. i can’t speak on no shit i haven’t lived through. 
CyberGopher, Tue Jan 26 06:09:06 +0000 2021, -83.804475, 27.698682, @chamath $SVFAU SoftBank SPAC for merger announcement this week on the next great Artificial Intelligence company i… https://t.co/gyQ3aQ7F0y 
cookheather18, Tue Jan 26 06:09:06 +0000 2021, -77.450244, 38.770885, It’s the people you love the most who do it, too. 
iembot_pub, Tue Jan 26 06:09:06 +0000 2021, -105.290000, 39.000000, At 11:08 PM MST, 4 N Florissant [Teller Co, CO] TRAINED SPOTTER reports SNOW of 1.10 INCH https://t.co/7iMcAD14Tj 
jesuabones, Tue Jan 26 06:09:07 +0000 2021, -118.048242, 34.046252, Idk why tf I'm so manic rn. I'm supposed to have bipolar in. Fucking hell. 
TouchMyBrain, Tue Jan 26 06:09:07 +0000 2021, -73.948775, 40.655138, This resonates with my soul cause yeahhh 
_sammymoore_, Tue Jan 26 06:09:08 +0000 2021, -96.761753, 32.819858, @notlorenzo93 Same 
DavesPhotoLife, Tue Jan 26 06:09:08 +0000 2021, -107.756000, 32.261100, Snow! @ Deming, New Mexico https://t.co/J9IBlgbqCa 
iban_24, Tue Jan 26 06:09:08 +0000 2021, -78.853563, 42.896230, Love both of you 🥺🙏🏽🕊 https://t.co/a908r8wpyK 
schmitthappenss, Tue Jan 26 06:09:08 +0000 2021, -90.351698, 38.586505, @wgm_v whew 
Shima_Valentine, Tue Jan 26 06:09:08 +0000 2021, -122.678249, 45.518237, City girls, we do city shit lol wtf? Lol @ Portland, Oregon https://t.co/zGEzVEwgt7 
Neccy_Pooh, Tue Jan 26 06:09:08 +0000 2021, -96.761753, 32.819858, why? Kobe year bro. 
RavenCherokee, Tue Jan 26 06:09:08 +0000 2021, -85.242564, 35.091954, Really just be up. 
imnotnick_, Tue Jan 26 06:09:09 +0000 2021, -95.228714, 29.660681, @ramirez1551 @mikeyboy_1726 As long as there’s blood 
illenikay, Tue Jan 26 06:09:09 +0000 2021, -100.076888, 31.168893, Those aren’t ur homegirls those are ur homeboys💀💀💀 
divadarlings, Tue Jan 26 06:09:09 +0000 2021, -122.160223, 37.730725, Just posted a photo @ On The Runway https://t.co/y2UjriyRRk 
Josephbapetel, Tue Jan 26 06:09:09 +0000 2021, -119.306608, 37.269176, @H4YD4Y07 @kaay_127 @MolotovUSA @KodakBlack1k 😩😩💀💀💀🤣🤣🤣🤣😭😭😭😭😭I’m orbiting rn!!!! 
Shaniel_Dannon, Tue Jan 26 06:09:09 +0000 2021, -77.418002, 39.432037, @thegeorgeyou I’ll never understand the criticism Pace gets for the Glennon signing. Pace made him like the 20th hi… https://t.co/kwRH3oUjnz 
urgurlnet, Tue Jan 26 06:09:09 +0000 2021, -77.085747, 35.120205, Only insecurity I got is my teeth I’m  just so excited and ready to get em !! 😔 
RonRigdon, Tue Jan 26 06:09:10 +0000 2021, -90.450518, 38.510489, @SteveTempleton Come on Steve, order us a good snow storm.  Please!!!! 😂 
jaythepluggg19, Tue Jan 26 06:09:10 +0000 2021, -96.708628, 32.644815, I miss Houston and all the parties 
21Peeks, Tue Jan 26 06:09:10 +0000 2021, -116.929102, 32.332876, @_Abisai_ @GabrielaGL14 https://t.co/znFI8EVCgp 
jamesweber_, Tue Jan 26 06:09:10 +0000 2021, -117.173571, 34.052874, Already been a year since my idol passed. RIP Bean 🖤💜 #MambaForever https://t.co/yJKzW37ya6 
JustinGunderman, Tue Jan 26 06:09:11 +0000 2021, -92.131274, 34.751936, @MakeItRayn_ Yessssss baby 
PeterBerki, Tue Jan 26 06:09:11 +0000 2021, -118.411907, 34.020789, @ZeusOfOlympus7 @bubbaprog This is just plagiarism. Trump stole this look from Hugh Hefner. Hugh pulled it off better, though 
turbobat, Tue Jan 26 06:09:11 +0000 2021, -122.922991, 49.290417, #forest #floresta #bosque #forestphotography #fog #niebla #nevoa #landscape #paisagem #paisaje #barnet #vancouver… https://t.co/sIVkB0tKP2 
D2Fresh812, Tue Jan 26 06:09:11 +0000 2021, -87.574691, 38.003467, Bored 😑 
Mswgm57, Tue Jan 26 06:09:11 +0000 2021, -76.558131, 39.146350, @StevenBeschloss @yoshiandpeanut Me too! I’m going to always remember January 6, 2021!!🤬😡🤯🤬🤯🤬🤬🤯🤬 
andrewr44048438, Tue Jan 26 06:09:11 +0000 2021, -97.863458, 29.989242, @TrevorAIO Can I join 
iembot_rlx, Tue Jan 26 06:09:11 +0000 2021, -81.720000, 38.650000, [Delayed Report] On Jan 24, at 7:00 PM EST, 2 N Liberty [Putnam Co, WV] NWS EMPLOYEE reports SNOW of 0.50 INCH. EST… https://t.co/8TnZ5A82il 
05Becka, Tue Jan 26 06:09:11 +0000 2021, -119.783900, 36.739800, Just posted a photo @ Fresno, California https://t.co/wHqBi5laGM 
DrYoFiggy, Tue Jan 26 06:09:11 +0000 2021, -84.481627, 42.746720, Me after doing 1 thing. 😩 
chris2fur_, Tue Jan 26 06:09:11 +0000 2021, -98.152419, 26.347525, faded https://t.co/pmAyDJgL1k 
suaviodadon, Tue Jan 26 06:09:12 +0000 2021, -92.342322, 34.721886, Money don’t make u real 
iembot_rlx, Tue Jan 26 06:09:12 +0000 2021, -79.990000, 38.400000, [Delayed Report] On Jan 25, at 6:00 AM EST, Snowshoe [Pocahontas Co, WV] CO-OP OBSERVER reports SNOW of 2.00 INCH.… https://t.co/uEUMDHkumD 
pietrozna, Tue Jan 26 06:09:12 +0000 2021, -118.411907, 34.020789, @IadyIaura mas ele nao deixou cair, o bagulho quebrou por causa da temperatura hauahauahauha 
NWStornado, Tue Jan 26 06:09:12 +0000 2021, -85.562527, 33.934698, Tornado Warning including Piedmont AL, Nances Creek AL, Spring Garden AL until 12:45 AM CST https://t.co/QGGMhYCmAK 
realMcFlappy, Tue Jan 26 06:09:12 +0000 2021, -73.743119, 43.142682, Smoking Maverick gold tonightAnd a fresh coffee 
maddymaelie, Tue Jan 26 06:09:13 +0000 2021, -97.285913, 32.779967, @jgoocher1 @isacorlew You should be a therapist 
DJBurnfanpage, Tue Jan 26 06:09:13 +0000 2021, -118.346153, 33.953633, @BLaw Unity will come after those who committed the crime do the time, unity will come after I get closure https://t.co/UbR2XOOzmK 
acamposxo, Tue Jan 26 06:09:13 +0000 2021, -82.442694, 27.996595, Bro, time fucking FLIES 
JeffWhi64632512, Tue Jan 26 06:09:13 +0000 2021, -84.414911, 39.335215, @DrewStubbmuffin And eat it too , just sayin 
iembot_rlx, Tue Jan 26 06:09:13 +0000 2021, -81.790000, 38.290000, [Delayed Report] On Jan 25, at 6:00 AM EST, 3 E Alum Creek [Kanawha Co, WV] COCORAHS reports SNOW of 0.20 INCH. 24-… https://t.co/0qNeKNpOpu 
bugattibrito, Tue Jan 26 06:09:13 +0000 2021, -96.961483, 32.863917, We’re sorry, the number you have dialed is unavailable at this time. 
AndrewLesher, Tue Jan 26 06:09:13 +0000 2021, -84.256139, 39.629944, #community #ianduncan 
Nirahh_, Tue Jan 26 06:09:13 +0000 2021, -74.184848, 40.734494, Forever😒 
iembot_rlx, Tue Jan 26 06:09:14 +0000 2021, -79.990000, 38.400000, [Delayed Report] On Jan 25, at 6:00 AM EST, Snowshoe [Pocahontas Co, WV] CO-OP OBSERVER reports SNOW of 11.00 INCH.… https://t.co/3ApXt5D1Y6 
_Yunggenesis_, Tue Jan 26 06:09:14 +0000 2021, -80.122619, 26.721896, @weweremany AYOOOOO CHILL!!!!!! 
rnormfoto, Tue Jan 26 06:09:14 +0000 2021, -73.207838, 41.259947, @ChrisWitschy 
MattDeMicael93, Tue Jan 26 06:09:14 +0000 2021, -88.044261, 41.735146, PLEASE A. ID CRY AND ILL SEND YOU A PIC 
dawn_bristow, Tue Jan 26 06:09:15 +0000 2021, -119.306608, 37.269176, @TheRealDWoo That was my kids!😂👶❤Awww- miss those days... 
UGottaLuvMont, Tue Jan 26 06:09:15 +0000 2021, -80.926628, 33.631140, @soygatita11 😘😘 
rossdevryanne, Tue Jan 26 06:09:14 +0000 2021, -117.022463, 32.633767, lady driven ;) https://t.co/6ff90fkhaJ 
iembot_rlx, Tue Jan 26 06:09:15 +0000 2021, -83.020000, 38.490000, [Delayed Report] On Jan 25, at 6:15 AM EST, Warnock [Greenup Co, KY] CO-OP OBSERVER reports SNOW of 0.20 INCH. 24-H… https://t.co/TiA6xiEjwW 
stutchman_brian, Tue Jan 26 06:09:15 +0000 2021, -122.868989, 42.343589, @Super70sSports We gotta talk... 
babyheadass, Tue Jan 26 06:09:15 +0000 2021, -90.011008, 29.982601, @Maryjjimenezz Man me too😔 
JennaOrndorf, Tue Jan 26 06:09:15 +0000 2021, -73.956522, 40.772791, Just posted a photo @ Upper East Side https://t.co/NZwD68rZev 
sophsa, Tue Jan 26 06:09:15 +0000 2021, -79.272570, 43.629311, @hmwsgx yesssssssssss 
luhvjuicy, Tue Jan 26 06:09:16 +0000 2021, -84.475291, 33.657586, such a beauty 🥰 
iembot_rlx, Tue Jan 26 06:09:16 +0000 2021, -81.830000, 38.380000, [Delayed Report] On Jan 25, at 6:25 AM EST, Saint Albans [Kanawha Co, WV] CO-OP OBSERVER reports SNOW of 0.20 INCH.… https://t.co/Pap8U91ZXH 
Williamsevenine, Tue Jan 26 06:09:16 +0000 2021, -116.929102, 32.332876, Login. 
Cossiima, Tue Jan 26 06:09:16 +0000 2021, -123.072515, 49.288236, lmao it’s MJ having an Instagram story highlight dedicated to kindness and women empowerment quotes... to then be u… https://t.co/KgoWzfP1KB 
iembot_rlx, Tue Jan 26 06:09:17 +0000 2021, -79.820000, 38.290000, [Delayed Report] On Jan 25, at 6:30 AM EST, 3 NE Frost [Pocahontas Co, WV] CO-OP OBSERVER reports SNOW of 0.60 INCH… https://t.co/VhADXMEPlX 
emilayyannne, Tue Jan 26 06:09:17 +0000 2021, -76.507809, 37.090301, @arizonashley @thatTXkid Sent my PayPal via dm :) 
LostDodgers, Tue Jan 26 06:09:17 +0000 2021, -81.367773, 28.501678, @Dodgers1819 https://t.co/qscXoM8t5s 
PinkCeIlphone, Tue Jan 26 06:09:17 +0000 2021, -81.393653, 28.664804, @troybwai bro.. 
SergioAntonio, Tue Jan 26 06:09:17 +0000 2021, -84.433106, 33.767195, @b0nillzz Nope, lol! The friend that brought me onboard is no longer active on it and a lot of people I follow have… https://t.co/PRB36oeWna 
olen, Tue Jan 26 06:09:17 +0000 2021, -118.411907, 34.020789, @kaitlinfontana Let me find out 
1teee__, Tue Jan 26 06:09:18 +0000 2021, -75.117998, 40.004866, that’s why my new nigga got more pants than you😭😭😭😭😂😂😂 
LegalBender0, Tue Jan 26 06:09:18 +0000 2021, -73.948775, 40.655138, 📀 https://t.co/zx7VwZcsGx 
iembot_rlx, Tue Jan 26 06:09:18 +0000 2021, -80.960000, 38.780000, [Delayed Report] On Jan 25, at 6:30 AM EST, 3 NNW Rosedale [Gilmer Co, WV] CO-OP OBSERVER reports SNOW of 1.80 INCH… https://t.co/ixET55h8MV 
BaltimoreGal, Tue Jan 26 06:09:18 +0000 2021, -76.620482, 39.284713, @RubyStiff @WFKARS @the_obp God, I HATE that band. 
nliber, Tue Jan 26 06:09:18 +0000 2021, -87.957862, 42.288720, @apardoe Are they expensive? 
Ovy_United, Tue Jan 26 06:09:18 +0000 2021, -96.761753, 32.819858, @kmmbd I loved it. 
_victoriiaam9, Tue Jan 26 06:09:19 +0000 2021, -122.479070, 37.616095, I seriously cannot stand Victoria from the bachelor she’s literally a bully!!!!!! 
yareikeeper, Tue Jan 26 06:09:19 +0000 2021, -84.433106, 33.767195, maybe Virgo’s addicted to me tf . 
iembot_rlx, Tue Jan 26 06:09:19 +0000 2021, -79.820000, 38.290000, [Delayed Report] On Jan 25, at 6:30 AM EST, 3 NE Frost [Pocahontas Co, WV] CO-OP OBSERVER reports SNOW of 1.00 INCH… https://t.co/HpWC2THk79 
veykookie, Tue Jan 26 06:09:19 +0000 2021, -79.272570, 43.629311, basta may mga military yun na yun 
wuttygre, Tue Jan 26 06:09:19 +0000 2021, -93.991840, 30.133176, I need people to stop acting like whataburger doesn’t make them projectile shit 
NayaHernandez6, Tue Jan 26 06:09:20 +0000 2021, -117.915261, 34.138088, This woman crazy af 🤣🤣🤣🤣🤣 
EricWhi49741232, Tue Jan 26 06:09:20 +0000 2021, -117.782360, 33.689732, MATT! MY LORD!WHY DO YO KEEP PICKING VICTORIA???SOMEBODY GIVE ME A LARGE BOOT, I WILL DO YOU A HUGE FAVOR! #TheBachelor 
iembot_rlx, Tue Jan 26 06:09:20 +0000 2021, -81.090000, 37.660000, [Delayed Report] On Jan 25, at 6:30 AM EST, NE Cool Ridge [Raleigh Co, WV] COCORAHS reports SNOW of 0.80 INCH. SNOW… https://t.co/rquV8QhqfY 
MacD_D_verjens, Tue Jan 26 06:09:20 +0000 2021, -93.508983, 32.535682, @MASKEDTRADES https://t.co/nelcLjqLzK 
nutonmytongue97, Tue Jan 26 06:09:20 +0000 2021, -87.732013, 41.833585, I hate that it really be this hard to get dick 😒 
TorezFisher, Tue Jan 26 06:09:20 +0000 2021, -79.002112, 35.054627, Waking up and seeing that @KingJames dropped 46 8 &amp; 6 and got the W against the Cavs 😁😁😁 #LakeShow https://t.co/v1kfaPjwRF 
Jen56473517, Tue Jan 26 06:09:20 +0000 2021, -80.770661, 28.383287, Interesting day of the week 
2trillbxtch, Tue Jan 26 06:09:21 +0000 2021, -91.090800, 30.459100, turned a gangsta to a scared hoe 
StuffyWings4, Tue Jan 26 06:09:21 +0000 2021, -96.932840, 33.170366, @FatalGlytch @OrganyzedG Thanks 👉👈 
iembot_rlx, Tue Jan 26 06:09:21 +0000 2021, -81.830000, 38.380000, [Delayed Report] On Jan 25, at 6:31 AM EST, 1 WNW ST. Albans [Kanawha Co, WV] COCORAHS reports SNOW of 0.20 INCH. 2… https://t.co/oO6iBecoHc 
PatriciaMarsol2, Tue Jan 26 06:09:21 +0000 2021, -96.761753, 32.819858, @AuschwitzMuseum We must never forget 
Sony1089, Tue Jan 26 06:09:21 +0000 2021, -123.123581, 49.257639, @AnaFloreess Yo te creo!!! Ojalá algún día se haga justicia, lamento mucho lo que te pasó. No les deseo el mal pero… https://t.co/3QvMny3Stj 
2007paparazzi, Tue Jan 26 06:09:21 +0000 2021, -97.754724, 30.323346, so we’re all staying chill about twitter’s horrendous video quality for this long? 😟 
DaddyDaneFuller, Tue Jan 26 06:09:21 +0000 2021, -100.076888, 31.168893, When you see it..... https://t.co/IARCTagXvf 
mjonesbella, Tue Jan 26 06:09:21 +0000 2021, -91.962829, 41.010335, @JoyceWhiteVance https://t.co/5E4ZN9AkNa 
nightwounder13, Tue Jan 26 06:09:22 +0000 2021, -95.446486, 29.838495, Need 
iembot_rlx, Tue Jan 26 06:09:22 +0000 2021, -80.130000, 38.190000, [Delayed Report] On Jan 25, at 7:00 AM EST, Buckeye [Pocahontas Co, WV] CO-OP OBSERVER reports SNOW of 1.00 INCH. S… https://t.co/EXFwp64Uin 
OGprisonmike, Tue Jan 26 06:09:22 +0000 2021, -85.480497, 38.261642, @DohertyMatt So you’d vote for a pumpkin who left office with our economy in the shitter, attacked our democracy, a… https://t.co/l93uDfKjGx 
_ricquelleb, Tue Jan 26 06:09:22 +0000 2021, -77.604684, 41.117936, Appreciate my guy ❤️ 
iembot_rlx, Tue Jan 26 06:09:23 +0000 2021, -79.840000, 38.940000, [Delayed Report] On Jan 25, at 7:00 AM EST, Elkins [Randolph Co, WV] CO-OP OBSERVER reports SNOW of 4.00 INCH. SNOW… https://t.co/slExC0GReJ 
locolocal3, Tue Jan 26 06:09:23 +0000 2021, -119.701636, 34.429885, @Gloriabesos @SurfnFitnes @laurenboebert https://t.co/rupmnHPX0m 
Shawdaaaa, Tue Jan 26 06:09:23 +0000 2021, -95.446486, 29.838495, @classifiedblack @thedgtalempress I’m so sick of them. 
KhalilHairston, Tue Jan 26 06:09:23 +0000 2021, -76.908404, 38.750322, Wise words from the great one 💜💛🙏🏾 
NegligentUncle, Tue Jan 26 06:09:23 +0000 2021, -122.868989, 42.343589, 💯 #ImpeachTrumpAgainNOW 
sandi_inc, Tue Jan 26 06:09:23 +0000 2021, -93.434323, 44.723145, https://t.co/eBfMUF5ZKF 
cel_e_ste, Tue Jan 26 06:09:23 +0000 2021, -114.572356, 35.115325, love having literally no friends to take pics in the snow with :/ 
DougKeefer, Tue Jan 26 06:09:23 +0000 2021, -96.586749, 32.973067, That is how a team supports one another!! “Therefore encourage one another and build each other up, just as in fact… https://t.co/bjSFZzYBt0 
iembot_rlx, Tue Jan 26 06:09:24 +0000 2021, -80.940000, 38.950000, [Delayed Report] On Jan 25, at 7:00 AM EST, 6 W Glenville [Gilmer Co, WV] COCORAHS reports SNOW of 0.50 INCH. SNOW… https://t.co/ZzoP8OyKw1 
doxiemomdeb, Tue Jan 26 06:09:24 +0000 2021, -74.111971, 40.792200, @laurenboebert A better gift would’ve been a book on American civics, Boobert. 
_alaciaaa, Tue Jan 26 06:09:24 +0000 2021, -92.342322, 34.721886, more like 1,000000000000000000🤣 
BustDwnLambiana, Tue Jan 26 06:09:24 +0000 2021, -83.260274, 42.479810, @JustThroatMe Exactly. 
SRHSCareers, Tue Jan 26 06:09:25 +0000 2021, -81.932048, 34.949567, See our latest #Spartanburg, SC job and click to apply: CNA-Home Health &amp; Hospice - https://t.co/ISaY6Cw4hT #careersAtSRHS 
iembot_rlx, Tue Jan 26 06:09:25 +0000 2021, -80.650000, 38.340000, [Delayed Report] On Jan 25, at 7:00 AM EST, 1 NE Craigsville [Nicholas Co, WV] COCORAHS reports SNOW of 2.00 INCH.… https://t.co/lZKegHWRcI 
crybbynaat, Tue Jan 26 06:09:25 +0000 2021, -118.222017, 33.884968, Adalberto’s gfs ig story makes me laugh every. single. time. 
PunkRockLife101, Tue Jan 26 06:09:25 +0000 2021, -87.732013, 41.833585, @denalifox 
CountessDionys2, Tue Jan 26 06:09:26 +0000 2021, -81.381449, 31.177709, @DaniiiieDaniiie @foolpleaz @Posey2Maya @jakaijanae_ Used for the elderly, Alzheimer patients, disabled individuals, etc. 
iembot_rlx, Tue Jan 26 06:09:26 +0000 2021, -79.960000, 38.360000, [Delayed Report] On Jan 25, at 7:00 AM EST, 4 SW Cass [Pocahontas Co, WV] COCORAHS reports SNOW of 1.50 INCH. SNOW… https://t.co/fzJn3mtdoA 
Hotwielzz, Tue Jan 26 06:09:26 +0000 2021, -111.917026, 40.765805, @slimeeefoe @3Jszn @Averysdaddy84 Mahomes only had 88 more attempts than Carr which is roughly only 6 more attempts… https://t.co/9brxdymRjB 
smroadrunner, Tue Jan 26 06:09:26 +0000 2021, -120.441119, 34.901376, Look at that wind blow #waterspout #shutterspeedphotography #hauntinglybeautiful #naturephotography #nofilter… https://t.co/3JAr1KRUjj 
FresHurrr, Tue Jan 26 06:09:26 +0000 2021, -80.294893, 26.156619, @JasonFigley @SOARMODE 
curly_toez, Tue Jan 26 06:09:26 +0000 2021, -106.417430, 31.793368, It’s finally grown on me! 💖 
QualtricsLife, Tue Jan 26 06:09:27 +0000 2021, -111.658534, 40.233844, Want to work in #Provo, UT? View our latest opening: https://t.co/0NTQsmARIW #BusinessMgmt 
AubreyyyyD, Tue Jan 26 06:09:27 +0000 2021, -80.428864, 37.229291, Police Scanner 1:07am:Sirens are visible from my apt going toward Hunt Club road as reports of possible attempt of B&amp;E taking place 
_drummerchick_, Tue Jan 26 06:09:27 +0000 2021, -75.770041, 42.746617, I MISS THEM. 
SissieDollarz, Tue Jan 26 06:09:26 +0000 2021, -122.218075, 47.392311, @annapolispics Yes i believe so as my goddess looked at me with a strong sense happiness when I told her that I wis… https://t.co/ECIfmqP2ef 
SirDutchess, Tue Jan 26 06:09:27 +0000 2021, -81.571184, 28.605604, Hopefully some one will answer my tweets cause I don’t like people who are religious but judges like the devil .. I might have to fire him 
eclecticmontez, Tue Jan 26 06:09:27 +0000 2021, -84.869402, 39.103060, Skrrt skrrt... 
ShermsMilan, Tue Jan 26 06:09:27 +0000 2021, -73.948775, 40.655138, @cinnamonzaddy Yeooo🤣🤣🤣🤣🤣 
iembot_rlx, Tue Jan 26 06:09:27 +0000 2021, -80.860000, 39.470000, [Delayed Report] On Jan 25, at 7:00 AM EST, 3 ESE Middlebourne [Tyler Co, WV] COCORAHS reports SNOW of 0.10 INCH. S… https://t.co/DhH4e9Iw0e 
chels_ann95, Tue Jan 26 06:09:27 +0000 2021, -85.455131, 37.841486, Imma be that bitch bro 
iPlarpa, Tue Jan 26 06:09:28 +0000 2021, -122.630908, 45.536402, Consequences are ridiculous 
